TIME,01/03/18,02/03/18,03/03/18,04/03/18,05/03/18,06/03/18,07/03/18,08/03/18,09/03/18,10/03/18,11/03/18,12/03/18,13/03/18,14/03/18,15/03/18,16/03/18,17/03/18,18/03/18,19/03/18,20/03/18,21/03/18,22/03/18,23/03/18,24/03/18,25/03/18,26/03/18,27/03/18,28/03/18,29/03/18,30/03/18,31/03/18,,Modal Day,,,Minutes,Hours
0:00,reading,QT,board games,board games,tv,soc rec,reading,tv,reading,sleep,reading,sleep,relaxing,tv,qt,sleep,qt,board games,phd work,tv,phd work,phd work,relaxing,relaxing,soc rec,d&d,reading,qt,tv,qt,soc rec,,reading,,Sleep,14280,238.00
0:20,sleep,qt,board games,board games,projects,reading,sleep,reading,reading,sleep,reading,sleep,relaxing,tv,qt,sleep,qt,board games,phd work,sleep,phd work,phd work,relaxing,relaxing,reading,soc rel,sleep,qt,tv,qt,qt,,sleep,,PhD Work,6260,104.33
0:40,sleep,Sleep,board games,board games,reading,sleep,sleep,reading,sleep,sleep,sleep,sleep,reading,soc rel,qt,sleep,qt,board games,phd work,sleep,phd work,housework,sleep,sleep,reading,soc rel,sleep,qt,tv,qt,qt,,sleep,,PhD Admin,2620,43.67
1:00,sleep,Sleep,board games,board games,reading,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,qt,sleep,sleep,board games,phd work,sleep,phd work,housework,sleep,sleep,sleep,soc rel,sleep,qt,tv,sleep,sleep,,sleep,,Life Admin,220,3.67
1:20,sleep,Sleep,soc rel,soc rel,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,relaxing,sleep,sleep,board games,phd work,sleep,phd work,relaxing,sleep,sleep,sleep,reading,sleep,sleep,relaxing,sleep,sleep,,sleep,,Outreach,1080,18.00
1:40,sleep,Sleep,qt,qt,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,soc rel,phd work,sleep,phd work,relaxing,sleep,sleep,sleep,sleep,sleep,sleep,relaxing,sleep,sleep,,sleep,,Soc Rec,1340,22.33
2:00,sleep,Sleep,qt,qt,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,qt,housework,sleep,phd work,relaxing,sleep,sleep,sleep,sleep,sleep,sleep,relaxing,sleep,sleep,,sleep,,Soc Rel,2460,41.00
2:20,sleep,Sleep,qt,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,qt,housework,sleep,relaxing,relaxing,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,,sleep,,Family Time,300,5.00
2:40,sleep,Sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,qt,phd work,sleep,sleep,relaxing,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,,sleep,,Projects,560,9.33
3:00,sleep,Sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,phd work,sleep,sleep,relaxing,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,,sleep,,Reading,400,6.67
3:20,sleep,Sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,,sleep,,TV,1580,26.33
3:40,sleep,Sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,,sleep,,Relaxing,2220,37.00
4:00,sleep,Sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,,sleep,,Exercise,180,3.00
4:20,sleep,Sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,,sleep,,Hygiene,500,8.33
4:40,sleep,Sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,,sleep,,Housework,720,12.00
5:00,sleep,Sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,,sleep,,Food,3780,63.00
5:20,sleep,Sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,,sleep,,QT,1980,33.00
5:40,sleep,Sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,,sleep,,Travel,1720,28.67
6:00,sleep,Sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,,sleep,,Golf,0,0.00
6:20,sleep,Sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,,sleep,,Board Games,1280,21.33
6:40,sleep,Sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,,sleep,,D&D,460,7.67
7:00,sleep,Sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,,sleep,,Video Games,180,3.00
7:20,sleep,Sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,,sleep,,Shopping,280,4.67
7:40,sleep,Sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,food,sleep,sleep,sleep,sleep,sleep,sleep,sleep,,sleep,,Misc Recreation,240,4.00
8:00,sleep,Sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,hygiene,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep,food,sleep,sleep,hygiene,sleep,sleep,sleep,sleep,,sleep,,,,
8:20,food,Sleep,sleep,sleep,hygiene,hygiene,food,food,hygiene,sleep,sleep,food,life admin,sleep,hygiene,hygiene,sleep,sleep,sleep,sleep,relaxing,sleep,sleep,travel,sleep,sleep,food,sleep,sleep,sleep,sleep,,Sleep,,,,
8:40,food,hygiene,sleep,sleep,food,food,food,food,hygiene,food,sleep,food,food,hygiene,food,food,sleep,sleep,sleep,relaxing,hygiene,sleep,food,outreach,food,food,food,hygiene,sleep,sleep,sleep,,food,,,,
9:00,relaxing,food,sleep,sleep,food,food,travel,relaxing,food,food,sleep,relaXING,phd admin,food,food,food,qt,sleep,sleep,food,food,sleep,food,outreach,food,food,travel,food,sleep,sleep,sleep,,food,,,,
9:20,travel,food,sleep,sleep,travel,relaxing,phd admin,phd admin,food,life admin,sleep,travel,phd admin,food,travel,travel,qt,sleep,food,food,food,sleep,relaxing,outreach,soc rel,relaxing,phd admin,food,sleep,sleep,qt,,food,,,,
9:40,phd work,food,sleep,sleep,phd admin,phd work,phd work,phd admin,food,relaxing,sleep,phd admin,phd admin,travel,phd work,phd work,hygiene,sleep,hygiene,relaxing,travel,hygiene,travel,outreach,soc rel,food,outreach,travel,sleep,qt,qt,,phd work,,,,
10:00,phd admin,relaxing,sleep,sleep,phd admin,phd work,phd work,phd admin,travel,relaxing,sleep,phd admin,phd admin,phd work,phd admin,phd work,food,qt,food,travel,phd work,food,phd admin,outreach,soc rel,travel,outreach,phd work,hygiene,qt,food,,phd admin,,,,
10:20,phd admin,travel,sleep,sleep,phd admin,phd work,phd work,phd admin,phd work,travel,food,phd admin,relaxing,phd work,phd admin,phd work,food,qt,travel,phd work,phd work,food,phd admin,outreach,housework,phd admin,outreach,phd work,food,hygiene,soc rel,,phd work,,,,
10:40,phd admin,relaxing,food,sleep,phd admin,phd work,phd work,housework,phd work,travel,tv,phd admin,phd admin,phd work,phd admin,phd work,tv,qt,phd work,phd work,phd work,travel,phd admin,outreach,hygiene,phd work,outreach,phd work,food,food,soc rel,,phd work,,,,
11:00,phd admin,phd admin,food,sleep,phd admin,phd work,phd work,phd admin,outreach,travel,tv,phd admin,phd admin,relaxing,phd admin,phd work,phd work,hygiene,phd work,phd admin,phd work,soc rel,phd admin,outreach,relaxing,phd admin,outreach,phd work,relaxing,tv,hygiene,,phd admin,,,,
11:20,phd admin,phd admin,tv,sleep,phd admin,phd work,phd work,phd admin,outreach,family time,tv,phd admin,phd admin,phd work,phd admin,phd work,phd work,food,phd work,phd admin,phd work,soc rel,phd work,outreach,projects,phd admin,outreach,phd work,shopping,relaxing,projects,,phd admin,,,,
11:40,phd admin,phd admin,tv,qt,phd admin,phd work,phd work,phd admin,outreach,family time,projects,phd admin,phd admin,phd work,phd admin,phd work,phd work,phd work,phd work,phd work,phd work,phd admin,phd work,outreach,projects,phd admin,outreach,phd work,travel,phd work,projects,,phd work,,,,
12:00,shopping,phd admin,qt,qt,phd work,food,phd work,food,outreach,family time,tv,shopping,food,phd work,phd work,phd work,phd work,phd work,food,phd work,phd work,phd work,phd work,outreach,projects,phd work,outreach,phd work,food,phd work,projects,,phd work,,,,
12:20,shopping,phd admin,qt,food,phd work,food,phd work,food,outreach,family time,family time,travel,food,shopping,phd work,phd work,phd work,phd work,phd work,phd work,phd work,phd work,phd work,food,projects,phd work,phd work,shopping,housework,phd work,travel,,phd work,,,,
12:40,travel,phd admin,qt,food,food,relaxing,phd work,housework,outreach,family time,family time,housework,relaxing,food,food,food,phd work,phd work,phd work,food,food,food,food,outreach,projects,food,food,food,travel,relaxing,shopping,,food,,,,
13:00,food,food,qt,tv,food,housework,food,relaxing,outreach,family time,family time,food,phd admin,food,food,relaxing,food,food,phd work,food,food,food,food,outreach,projects,food,food,food,travel,phd work,food,,food,,,,
13:20,food,food,qt,food,relaxing,phd work,food,phd admin,outreach,family time,food,food,phd admin,relaxing,soc rel,phd work,food,phd work,phd work,relaxing,phd work,soc rel,soc rel,outreach,projects,soc rel,soc rel,soc rel,travel,relaxing,food,,food,,,,
13:40,housework,food,qt,food,phd work,phd work,relaxing,phd admin,outreach,family time,food,relaxing,phd admin,phd work,phd work,phd work,relaxing,phd work,phd work,phd work,phd work,phd work,phd work,outreach,food,phd work,phd work,phd work,phd work,travel,food,,phd work,,,,
14:00,relaxing,travel,qt,qt,phd work,phd work,phd admin,phd admin,outreach,travel,food,phd admin,relaxing,phd work,phd work,phd work,soc rel,phd work,phd work,phd work,phd work,phd work,phd work,outreach,food,phd work,phd work,phd work,phd work,soc rel,soc rel,,phd work,,,,
14:20,phd work,relaxing,food,hygiene,phd admin,phd work,phd admin,phd admin,outreach,travel,food,life admin,phd admin,phd work,phd work,phd work,phd work,phd work,shopping,phd work,phd work,phd work,relaxing,outreach,soc rel,phd work,phd work,phd work,phd work,soc rel,soc rel,,phd work,,,,
14:40,phd work,relaxing,travel,relaxing,phd admin,relaxing,phd admin,relaxing,outreach,travel,food,phd admin,phd admin,phd work,phd work,phd work,travel,phd work,phd work,phd work,phd work,phd work,phd work,outreach,housework,phd work,phd work,phd work,travel,phd work,travel,,phd work,,,,
15:00,phd work,phd work,shopping,qt,phd admin,phd work,phd admin,phd admin,outreach,life admin,family time,phd admin,phd admin,relaxing,phd work,relaxing,phd work,phd work,phd work,phd work,relaxing,phd work,phd work,outreach,soc rel,phd work,relaxing,phd work,phd work,soc rel,soc rel,,phd work,,,,
15:20,relaxing,phd work,travel,qt,travel,phd work,phd admin,phd admin,outreach,life admin,family time,phd admin,relaxing,phd work,relaxing,phd work,phd work,soc rel,phd work,phd work,phd work,phd work,phd work,outreach,soc rel,phd work,phd work,phd work,travel,food,misc recreation,,phd work,,,,
15:40,projects,phd work,housework,qt,relaxing,phd work,phd admin,phd admin,outreach,hygiene,family time,phd admin,phd admin,phd work,phd work,phd work,phd work,phd work,phd work,phd work,phd work,phd work,phd work,outreach,projects,phd work,phd work,phd work,travel,food,misc recreation,,phd work,,,,
16:00,projects,phd work,food,qt,soc rel,phd work,phd admin,phd admin,outreach,tv,travel,relaxing,phd admin,phd work,phd work,phd work,phd work,phd work,phd work,phd work,phd work,soc rec,relaxing,outreach,projects,phd work,phd work,phd admin,travel,soc rel,soc rel,,phd work,,,,
16:20,relaxing,phd admin,food,soc rel,phd admin,phd work,phd admin,phd admin,outreach,tv,travel,phd admin,phd admin,phd admin,phd work,phd work,phd work,phd work,relaxing,phd work,phd work,soc rec,phd work,outreach,projects,relaxing,phd work,phd admin,travel,projects,tv,,phd work,,,,
16:40,phd work,phd admin,housework,soc rel,phd admin,phd work,soc rel,food,food,tv,travel,phd admin,phd admin,phd admin,phd work,relaxing,phd work,phd work,phd admin,relaxing,phd work,soc rec,phd work,outreach,projects,phd work,phd work,phd admin,soc rel,projects,tv,,phd work,,,,
17:00,phd work,phd admin,life admin,phd work,phd admin,phd work,travel,food,travel,tv,soc rel,phd admin,phd admin,phd admin,phd work,soc rel,phd work,phd work,relaxing,phd work,relaxing,soc rec,phd work,soc rel,projects,phd work,relaxing,relaxing,travel,phd work,tv,,phd work,,,,
17:20,travel,soc rel,life admin,phd work,travel,soc rel,relaxing,travel,soc rec,tv,housework,phd admin,housework,phd work,food,soc rel,phd work,relaxing,soc rel,phd work,phd work,soc rec,relaxing,outreach,projects,phd work,phd work,phd work,outreach,phd work,tv,,phd work,,,,
17:40,food,life admin,life admin,housework,soc rel,soc rel,exercise,soc rel,soc rec,tv,tv,phd admin,relaxing,phd work,phd admin,soc rel,phd work,phd work,food,phd work,phd work,travel,shopping,travel,projects,relaxing,phd work,phd work,outreach,phd work,tv,,phd work,,,,
18:00,phd admin,food,soc rel,food,soc rel,soc rel,exercise,food,soc rec,phd admin,projects,phd admin,tv,phd work,phd admin,soc rel,phd work,soc rel,soc rel,phd work,phd work,food,travel,soc rel,projects,travel,travel,phd work,outreach,soc rel,tv,,soc rel,,,,
18:20,phd admin,QT,tv,tv,soc rel,food,exercise,D&D,soc rec,phd admin,phd admin,food,travel,travel,phd admin,soc rel,phd work,qt,board games,phd work,relaxing,food,exercise,soc rel,food,soc rec,soc rec,travel,outreach,soc rel,tv,,phd admin,,,,
18:40,board games,QT,tv,food,food,soc rec,exercise,D&D,soc rec,food,phd admin,food,soc rel,food,phd admin,soc rel,shopping,food,board games,phd work,phd work,housework,exercise,soc rel,food,soc rec,food,travel,Misc Recreation,phd work,tv,,food,,,,
19:00,board games,QT,food,food,board games,food,hygiene,D&D,soc rec,food,exercise,food,food,food,phd admin,soc rel,travel,food,board games,phd work,phd work,soc rel,hygiene,soc rel,food,soc rec,soc rec,soc rec,Misc Recreation,phd work,travel,,food,,,,
19:20,board games,QT,food,food,board games,soc rec,food,D&D,travel,food,exercise,qt,soc rec,soc rel,shopping,soc rel,food,food,board games,relaxing,phd work,soc rel,food,soc rel,soc rec,soc rec,soc rec,soc rec,Misc Recreation,phd work,phd work,,food,,,,
19:40,board games,QT,food,soc rel,soc rel,soc rec,food,D&D,food,phd admin,exercise,qt,soc rec,soc rel,travel,soc rel,food,food,board games,phd work,shopping,soc rel,food,soc rel,d&d,food,soc rec,soc rec,Misc Recreation,food,phd work,,food,,,,
20:00,board games,QT,housework,life admin,board games,soc rec,housework,D&D,food,phd admin,hygiene,soc rel,soc rec,soc rel,relaxing,shopping,food,qt,board games,phd work,travel,soc rel,soc rec,soc rel,d&d,food,soc rec,soc rec,Misc Recreation,food,food,,soc rec,,,,
20:20,board games,QT,food,qt,board games,soc rec,soc rel,D&D,relaxing,life admin,food,soc rel,soc rec,housework,relaxing,travel,soc rel,qt,board games,phd work,food,soc rel,soc rec,food,d&d,soc rec,soc rec,soc rec,Misc Recreation,food,food,,food,,,,
20:40,board games,qt,housework,qt,board games,soc rec,soc rel,D&D,housework,relaxing,food,soc rel,soc rec,relaxing,qt,soc rel,soc rel,phd work,board games,phd work,food,soc rel,soc rec,food,d&d,soc rec,soc rec,food,Misc Recreation,soc rec,food,,soc rec,,,,
21:00,board games,qt,tv,qt,soc rel,travel,soc rel,D&D,travel,relaxing,food,video games,travel,relaxing,qt,phd work,tv,phd work,board games,relaxing,phd work,housework,soc rec,food,d&d,travel,soc rec,food,Misc Recreation,soc rec,soc rel,,travel,,,,
21:20,board games,food,tv,housework,board games,soc rel,soc rel,travel,travel,phd admin,housework,video games,soc rel,qt,qt,phd work,tv,phd work,board games,phd work,phd work,relaxing,soc rec,soc rel,d&d,soc rel,travel,soc rec,Misc Recreation,board games,tv,,soc rel,,,,
21:40,board games,food,soc rel,housework,board games,soc rel,soc rel,relaxing,travel,phd admin,qt,video games,board games,qt,qt,phd work,tv,phd work,board games,travel,phd work,relaxing,soc rel,soc rel,d&d,soc rel,soc rel,travel,Misc Recreation,board games,tv,,soc rel,,,,
22:00,travel,food,board games,tv,board games,soc rel,relaxing,relaxing,travel,phd admin,qt,video games,soc rel,qt,qt,phd work,board games,phd work,travel,food,phd work,relaxing,soc rel,soc rec,d&d,soc rel,soc rel,travel,Travel,board games,tv,,travel,,,,
22:20,soc rel,soc rel,board games,tv,housework,soc rel,tv,tv,travel,family time,qt,video games,board games,qt,qt,soc rel,board games,video games,travel,food,phd work,relaxing,housework,soc rec,d&d,relaxing,soc rel,soc rec,travel,board games,tv,,soc rel,,,,
22:40,soc rel,board games,board games,tv,housework,soc rel,tv,tv,travel,tv,qt,video games,tv,qt,qt,soc rel,board games,video games,housework,soc rel,phd work,Relaxing,soc rel,soc rec,d&d,relaxing,qt,tv,qt,soc rec,tv,,tv,,,,
23:00,soc rel,board games,board games,tv,housework,tv,tv,tv,tv,tv,qt,housework,tv,qt,qt,qt,board games,video games,housework,phd work,phd work,Relaxing,relaxing,soc rec,d&d,relaxing,qt,tv,tv,soc rec,soc rec,,tv,,,,
23:20,soc rel,board games,board games,projects,relaxing,tv,tv,soc rel,tv,tv,qt,relaxing,tv,qt,qt,qt,board games,phd work,housework,phd work,relaxing,Relaxing,relaxing,soc rec,d&d,reading,qt,tv,tv,soc rec,soc rec,,tv,,,,
23:40,housework,board games,board games,projects,relaxing,reading,tv,relaxing,tv,reading,qt,projects,tv,qt,qt,qt,board games,phd work,tv,phd work,phd work,Relaxing,relaxing,soc rec,d&d,reading,qt,tv,tv,soc rec,soc rec,,tv,,,,